号ID,政紫亀,刊旋 政紫亀,液去 刊旋政紫亀,刊旋 政紫亀 搾晴,液去 刊旋政紫亀 搾晴,,走艦域呪
号20 ,2,2,2.433333333,0.00456621,0.005555556,,0.111254068
号21 ,2,4,4.866666667,0.00913242,0.011111111,,
号23 ,2,6,7.3,0.01369863,0.016666667,,
号24 ,2,8,9.733333333,0.01826484,0.022222222,,
号26 ,2,10,12.16666667,0.02283105,0.027777778,,
号27 ,2,12,14.6,0.02739726,0.033333333,,
号29 ,2,14,17.03333333,0.03196347,0.038888889,,
号30 ,2,16,19.46666667,0.03652968,0.044444444,,
号32 ,2,18,21.9,0.04109589,0.05,,
号33 ,2,20,24.33333333,0.0456621,0.055555556,,
号35 ,2,22,26.76666667,0.050228311,0.061111111,,
号36 ,2,24,29.2,0.054794521,0.066666667,,
号38 ,2,26,31.63333333,0.059360731,0.072222222,,
号39 ,2,28,34.06666667,0.063926941,0.077777778,,
号41 ,2,30,36.5,0.068493151,0.083333333,,
号42 ,2,32,38.93333333,0.073059361,0.088888889,,
号44 ,2,34,41.36666667,0.077625571,0.094444444,,
号45 ,2,36,43.8,0.082191781,0.1,,
号47 ,2,38,46.23333333,0.086757991,0.105555556,,
号48 ,2,40,48.66666667,0.091324201,0.111111111,,
号50 ,2,42,51.1,0.095890411,0.116666667,,
号51 ,2,44,53.53333333,0.100456621,0.122222222,,
号53 ,2,46,55.96666667,0.105022831,0.127777778,,
号54 ,2,48,58.4,0.109589041,0.133333333,,
号56 ,2,50,60.83333333,0.114155251,0.138888889,,
号57 ,2,52,63.26666667,0.118721461,0.144444444,,
号59 ,2,54,65.7,0.123287671,0.15,,
号60 ,2,56,68.13333333,0.127853881,0.155555556,,
号62 ,2,58,70.56666667,0.132420091,0.161111111,,
号63 ,2,60,73,0.136986301,0.166666667,,
号65 ,2,62,75.43333333,0.141552511,0.172222222,,
号66 ,2,64,77.86666667,0.146118721,0.177777778,,
号68 ,2,66,80.3,0.150684932,0.183333333,,
号69 ,2,68,82.73333333,0.155251142,0.188888889,,
号71 ,2,70,85.16666667,0.159817352,0.194444444,,
号72 ,2,72,87.6,0.164383562,0.2,,
号74 ,2,74,90.03333333,0.168949772,0.205555556,,
号75 ,2,76,92.46666667,0.173515982,0.211111111,,
号77 ,2,78,94.9,0.178082192,0.216666667,,
号78 ,2,80,97.33333333,0.182648402,0.222222222,,
号80 ,2,82,99.76666667,0.187214612,0.227777778,,
号81 ,2,84,102.2,0.191780822,0.233333333,,
号83 ,2,86,104.6333333,0.196347032,0.238888889,,
号84 ,2,88,107.0666667,0.200913242,0.244444444,,
号86 ,2,90,109.5,0.205479452,0.25,,
号87 ,2,92,111.9333333,0.210045662,0.255555556,,
号89 ,2,94,114.3666667,0.214611872,0.261111111,,
号90 ,2,96,116.8,0.219178082,0.266666667,,
号92 ,2,98,119.2333333,0.223744292,0.272222222,,
号93 ,2,100,121.6666667,0.228310502,0.277777778,,
号95 ,2,102,124.1,0.232876712,0.283333333,,
号96 ,2,104,126.5333333,0.237442922,0.288888889,,
号98 ,2,106,128.9666667,0.242009132,0.294444444,,
号99 ,2,108,131.4,0.246575342,0.3,,
号101 ,2,110,133.8333333,0.251141553,0.305555556,,
号102 ,2,112,136.2666667,0.255707763,0.311111111,,
号104 ,2,114,138.7,0.260273973,0.316666667,,
号105 ,2,116,141.1333333,0.264840183,0.322222222,,
号107 ,2,118,143.5666667,0.269406393,0.327777778,,
号108 ,2,120,146,0.273972603,0.333333333,,
号110 ,2,122,148.4333333,0.278538813,0.338888889,,
号111 ,2,124,150.8666667,0.283105023,0.344444444,,
号113 ,2,126,153.3,0.287671233,0.35,,
号114 ,2,128,155.7333333,0.292237443,0.355555556,,
号116 ,2,130,158.1666667,0.296803653,0.361111111,,
号117 ,2,132,160.6,0.301369863,0.366666667,,
号119 ,2,134,163.0333333,0.305936073,0.372222222,,
号120 ,2,136,165.4666667,0.310502283,0.377777778,,
号122 ,2,138,167.9,0.315068493,0.383333333,,
号123 ,2,140,170.3333333,0.319634703,0.388888889,,
号125 ,2,142,172.7666667,0.324200913,0.394444444,,
号126 ,2,144,175.2,0.328767123,0.4,,
号128 ,2,146,177.6333333,0.333333333,0.405555556,,
号129 ,2,148,180.0666667,0.337899543,0.411111111,,
号131 ,2,150,182.5,0.342465753,0.416666667,,
号132 ,2,152,184.9333333,0.347031963,0.422222222,,
号134 ,2,154,187.3666667,0.351598174,0.427777778,,
号135 ,2,156,189.8,0.356164384,0.433333333,,
号137 ,2,158,192.2333333,0.360730594,0.438888889,,
号138 ,2,160,194.6666667,0.365296804,0.444444444,,
号140 ,2,162,197.1,0.369863014,0.45,,
号141 ,2,164,199.5333333,0.374429224,0.455555556,,
号143 ,2,166,201.9666667,0.378995434,0.461111111,,
号144 ,2,168,204.4,0.383561644,0.466666667,,
号146 ,2,170,206.8333333,0.388127854,0.472222222,,
号147 ,2,172,209.2666667,0.392694064,0.477777778,,
号149 ,2,174,211.7,0.397260274,0.483333333,,
号150 ,2,176,214.1333333,0.401826484,0.488888889,,
号152 ,2,178,216.5666667,0.406392694,0.494444444,,
号153 ,2,180,219,0.410958904,0.5,,
号155 ,2,182,221.4333333,0.415525114,0.505555556,,
号156 ,2,184,223.8666667,0.420091324,0.511111111,,
号158 ,2,186,226.3,0.424657534,0.516666667,,
号159 ,2,188,228.7333333,0.429223744,0.522222222,,
号161 ,2,190,231.1666667,0.433789954,0.527777778,,
号162 ,2,192,233.6,0.438356164,0.533333333,,
号164 ,2,194,236.0333333,0.442922374,0.538888889,,
号165 ,2,196,238.4666667,0.447488584,0.544444444,,
号167 ,2,198,240.9,0.452054795,0.55,,
号168 ,2,200,243.3333333,0.456621005,0.555555556,,
号170 ,2,202,245.7666667,0.461187215,0.561111111,,
号171 ,2,204,248.2,0.465753425,0.566666667,,
号173 ,2,206,250.6333333,0.470319635,0.572222222,,
号174 ,2,208,253.0666667,0.474885845,0.577777778,,
号176 ,2,210,255.5,0.479452055,0.583333333,,
号177 ,2,212,257.9333333,0.484018265,0.588888889,,
号179 ,2,214,260.3666667,0.488584475,0.594444444,,
号180 ,2,216,262.8,0.493150685,0.6,,
号2 ,3,219,265.2333333,0.5,0.605555556,,
号3 ,3,222,267.6666667,0.506849315,0.611111111,,
号5 ,3,225,270.1,0.51369863,0.616666667,,
号6 ,3,228,272.5333333,0.520547945,0.622222222,,
号8 ,3,231,274.9666667,0.52739726,0.627777778,,
号9 ,3,234,277.4,0.534246575,0.633333333,,
号11 ,3,237,279.8333333,0.54109589,0.638888889,,
号12 ,3,240,282.2666667,0.547945205,0.644444444,,
号14 ,3,243,284.7,0.554794521,0.65,,
号15 ,3,246,287.1333333,0.561643836,0.655555556,,
号17 ,3,249,289.5666667,0.568493151,0.661111111,,
号18 ,3,252,292,0.575342466,0.666666667,,
号19 ,3,255,294.4333333,0.582191781,0.672222222,,
号22 ,3,258,296.8666667,0.589041096,0.677777778,,
号25 ,3,261,299.3,0.595890411,0.683333333,,
号28 ,3,264,301.7333333,0.602739726,0.688888889,,
号31 ,3,267,304.1666667,0.609589041,0.694444444,,
号34 ,3,270,306.6,0.616438356,0.7,,
号37 ,3,273,309.0333333,0.623287671,0.705555556,,
号40 ,3,276,311.4666667,0.630136986,0.711111111,,
号43 ,3,279,313.9,0.636986301,0.716666667,,
号46 ,3,282,316.3333333,0.643835616,0.722222222,,
号49 ,3,285,318.7666667,0.650684932,0.727777778,,
号52 ,3,288,321.2,0.657534247,0.733333333,,
号55 ,3,291,323.6333333,0.664383562,0.738888889,,
号58 ,3,294,326.0666667,0.671232877,0.744444444,,
号61 ,3,297,328.5,0.678082192,0.75,,
号64 ,3,300,330.9333333,0.684931507,0.755555556,,
号67 ,3,303,333.3666667,0.691780822,0.761111111,,
号70 ,3,306,335.8,0.698630137,0.766666667,,
号73 ,3,309,338.2333333,0.705479452,0.772222222,,
号76 ,3,312,340.6666667,0.712328767,0.777777778,,
号79 ,3,315,343.1,0.719178082,0.783333333,,
号82 ,3,318,345.5333333,0.726027397,0.788888889,,
号85 ,3,321,347.9666667,0.732876712,0.794444444,,
号88 ,3,324,350.4,0.739726027,0.8,,
号91 ,3,327,352.8333333,0.746575342,0.805555556,,
号94 ,3,330,355.2666667,0.753424658,0.811111111,,
号97 ,3,333,357.7,0.760273973,0.816666667,,
号100 ,3,336,360.1333333,0.767123288,0.822222222,,
号103 ,3,339,362.5666667,0.773972603,0.827777778,,
号106 ,3,342,365,0.780821918,0.833333333,,
号109 ,3,345,367.4333333,0.787671233,0.838888889,,
号112 ,3,348,369.8666667,0.794520548,0.844444444,,
号115 ,3,351,372.3,0.801369863,0.85,,
号118 ,3,354,374.7333333,0.808219178,0.855555556,,
号121 ,3,357,377.1666667,0.815068493,0.861111111,,
号124 ,3,360,379.6,0.821917808,0.866666667,,
号127 ,3,363,382.0333333,0.828767123,0.872222222,,
号130 ,3,366,384.4666667,0.835616438,0.877777778,,
号133 ,3,369,386.9,0.842465753,0.883333333,,
号136 ,3,372,389.3333333,0.849315068,0.888888889,,
号139 ,3,375,391.7666667,0.856164384,0.894444444,,
号142 ,3,378,394.2,0.863013699,0.9,,
号145 ,3,381,396.6333333,0.869863014,0.905555556,,
号148 ,3,384,399.0666667,0.876712329,0.911111111,,
号151 ,3,387,401.5,0.883561644,0.916666667,,
号154 ,3,390,403.9333333,0.890410959,0.922222222,,
号157 ,3,393,406.3666667,0.897260274,0.927777778,,
号160 ,3,396,408.8,0.904109589,0.933333333,,
号163 ,3,399,411.2333333,0.910958904,0.938888889,,
号166 ,3,402,413.6666667,0.917808219,0.944444444,,
号169 ,3,405,416.1,0.924657534,0.95,,
号172 ,3,408,418.5333333,0.931506849,0.955555556,,
号175 ,3,411,420.9666667,0.938356164,0.961111111,,
号178 ,3,414,423.4,0.945205479,0.966666667,,
号1 ,4,418,425.8333333,0.9543379,0.972222222,,
号4 ,4,422,428.2666667,0.96347032,0.977777778,,
号7 ,4,426,430.7,0.97260274,0.983333333,,
号10 ,4,430,433.1333333,0.98173516,0.988888889,,
号13 ,4,434,435.5666667,0.99086758,0.994444444,,
号16 ,4,438,438,1,1,,
